Player,Nation,Pos,Age,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,club
Ali Akman,tr TUR,FW,19.0,28,19,1569.0,17.4,6.0,0.0,6.0,6.0,0.0,0.0,1.0,1.0,4.1,4.1,2.3,6.4,18.0,38.0,111.0,0.34,0.0,0.34,0.34,0.34,0.24,0.13,0.37,0.24,0.37,Matches,nec nijmegen
Dirk Proper,nl NED,MF,19.0,22,15,1358.0,15.1,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.9,0.9,0.6,1.5,7.0,64.0,11.0,0.0,0.0,0.0,0.0,0.0,0.06,0.04,0.1,0.06,0.1,Matches,nec nijmegen
Édgar Barreto,py PAR,"MF,DF",37.0,19,14,1244.0,13.8,1.0,0.0,1.0,1.0,0.0,0.0,3.0,0.0,1.1,1.1,0.3,1.4,5.0,66.0,15.0,0.07,0.0,0.07,0.07,0.07,0.08,0.02,0.1,0.08,0.1,Matches,nec nijmegen
Mikkel Duelund,dk DEN,"MF,FW",24.0,22,10,877.0,9.7,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.4,1.4,1.4,2.9,16.0,26.0,50.0,0.21,0.21,0.41,0.21,0.41,0.15,0.15,0.29,0.15,0.29,Matches,nec nijmegen
Calvin Verdonk,nl NED,"DF,MF",24.0,21,8,965.0,10.7,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.3,0.3,0.7,0.9,23.0,37.0,22.0,0.09,0.09,0.19,0.09,0.19,0.02,0.06,0.08,0.02,0.08,Matches,nec nijmegen
Javier Vet,nl NED,"MF,FW",27.0,27,1,560.0,6.2,2.0,1.0,3.0,2.0,0.0,0.0,2.0,0.0,1.4,1.4,0.3,1.6,9.0,19.0,29.0,0.32,0.16,0.48,0.32,0.48,0.22,0.04,0.26,0.22,0.26,Matches,nec nijmegen
Ilias Bronkhorst,nl NED,"DF,FW",24.0,12,1,195.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.3,0.9,7.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.26,0.14,0.4,0.26,0.4,Matches,nec nijmegen
Ole Romeny,nl NED,FW,21.0,10,0,169.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,6.0,3.0,13.0,0.0,0.0,0.0,0.0,0.0,0.03,0.01,0.04,0.03,0.04,Matches,nec nijmegen
Ibrahim Cissoko,nl NED,FW,18.0,4,0,88.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.1,7.0,4.0,11.0,1.02,0.0,1.02,1.02,1.02,1.05,0.05,1.09,1.05,1.09,Matches,nec nijmegen
Pedro,es ESP,FW,21.0,3,0,73.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,2.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,Matches,nec nijmegen
Rens van Eijden,nl NED,"MF,DF",33.0,2,0,24.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nec nijmegen
Wilfried Bony,ci CIV,FW,32.0,1,0,15.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,nec nijmegen
Thomas Beekman,nl NED,MF,21.0,1,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,1.14,1.14,1.14,Matches,nec nijmegen
Mathias De Wolf,be BEL,FW,19.0,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.0,0.36,0.36,0.36,Matches,nec nijmegen
Kevin Bukusu,de GER,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,nec nijmegen
Joep van der Sluijs,nl NED,MF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,nec nijmegen
Guss Gertsen,nl NED,DF,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,nec nijmegen
Robin Roefs,nl NED,GK,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,nec nijmegen
Nils Rossen,nl NED,MF,15.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,nec nijmegen
Neraysho Kasanwirjo,nl NED,"DF,MF",19.0,32,32,2728.0,30.3,1.0,0.0,1.0,1.0,0.0,0.0,6.0,1.0,0.7,0.7,0.8,1.5,40.0,133.0,12.0,0.03,0.0,0.03,0.03,0.03,0.02,0.03,0.05,0.02,0.05,Matches,groningen
Tomáš Suslov,sk SVK,"MF,FW",19.0,29,28,2348.0,26.1,1.0,4.0,5.0,1.0,0.0,0.0,9.0,0.0,2.4,2.4,3.2,5.7,54.0,104.0,76.0,0.04,0.15,0.19,0.04,0.19,0.09,0.12,0.22,0.09,0.22,Matches,groningen
Bart van Hintum,nl NED,DF,34.0,28,27,2198.0,24.4,0.0,2.0,2.0,0.0,0.0,0.0,4.0,0.0,0.8,0.8,1.1,1.9,12.0,71.0,40.0,0.0,0.08,0.08,0.0,0.08,0.03,0.05,0.08,0.03,0.08,Matches,groningen
Michael de Leeuw,nl NED,"FW,MF",34.0,32,27,2036.0,22.6,5.0,0.0,5.0,5.0,0.0,0.0,1.0,0.0,5.9,5.9,0.8,6.7,7.0,31.0,51.0,0.22,0.0,0.22,0.22,0.22,0.26,0.04,0.3,0.26,0.3,Matches,groningen
Jørgen Strand Larsen,no NOR,FW,21.0,32,26,2339.0,26.0,14.0,2.0,16.0,14.0,0.0,0.0,5.0,0.0,11.2,11.2,1.4,12.6,15.0,30.0,118.0,0.54,0.08,0.62,0.54,0.62,0.43,0.05,0.49,0.43,0.49,Matches,groningen
Mohamed El Hankouri,nl NED,"MF,DF",24.0,30,26,2320.0,25.8,1.0,5.0,6.0,0.0,1.0,1.0,2.0,0.0,2.3,1.5,2.5,4.0,92.0,59.0,190.0,0.04,0.19,0.23,0.0,0.19,0.09,0.1,0.19,0.06,0.15,Matches,groningen
Laros Duarte,nl NED,MF,24.0,27,26,2288.0,25.4,1.0,3.0,4.0,1.0,0.0,0.0,3.0,0.0,1.2,1.2,2.7,3.9,31.0,111.0,24.0,0.04,0.12,0.16,0.04,0.16,0.05,0.11,0.15,0.05,0.15,Matches,groningen
Mike te Wierik,nl NED,DF,29.0,26,25,2143.0,23.8,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,0.1,0.1,0.3,0.4,22.0,69.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,groningen
Cyril Ngonge,be BEL,"FW,MF",21.0,31,19,1663.0,18.5,7.0,1.0,8.0,7.0,0.0,0.0,4.0,0.0,5.0,5.0,1.4,6.5,25.0,27.0,77.0,0.38,0.05,0.43,0.38,0.43,0.27,0.08,0.35,0.27,0.35,Matches,groningen
Bjorn Meijer,nl NED,"DF,MF",18.0,22,18,1586.0,17.6,2.0,2.0,4.0,2.0,0.0,0.0,2.0,0.0,1.2,1.2,2.0,3.2,40.0,68.0,90.0,0.11,0.11,0.23,0.11,0.23,0.07,0.12,0.18,0.07,0.18,Matches,groningen
Damil Dankerlui,sr SUR,"DF,MF",24.0,27,16,1492.0,16.6,0.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.7,0.7,2.6,3.3,51.0,67.0,66.0,0.0,0.12,0.12,0.0,0.12,0.04,0.16,0.2,0.04,0.2,Matches,groningen
Paulos Abraham,se SWE,"FW,MF",19.0,29,16,1353.0,15.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,1.3,3.3,41.0,37.0,91.0,0.0,0.13,0.13,0.0,0.13,0.13,0.09,0.22,0.13,0.22,Matches,groningen
Wessel Dammers,nl NED,"DF,MF",26.0,18,13,1199.0,13.3,0.0,2.0,2.0,0.0,0.0,0.0,3.0,0.0,0.7,0.7,0.9,1.6,1.0,35.0,1.0,0.0,0.15,0.15,0.0,0.15,0.05,0.07,0.12,0.05,0.12,Matches,groningen
Marin Šverko,hr CRO,DF,23.0,24,10,995.0,11.1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.6,0.6,0.6,1.2,13.0,45.0,3.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.11,0.05,0.11,Matches,groningen
Daleho Irandust,se SWE,"MF,FW",23.0,19,10,971.0,10.8,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,1.5,1.5,2.0,3.5,22.0,34.0,60.0,0.09,0.09,0.19,0.09,0.19,0.14,0.19,0.32,0.14,0.32,Matches,groningen
Daniël van Kaam,nl NED,"MF,DF",21.0,20,3,492.0,5.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.3,0.3,0.2,0.5,17.0,33.0,15.0,0.18,0.0,0.18,0.18,0.18,0.05,0.04,0.09,0.05,0.09,Matches,groningen
Patrick Joosten,nl NED,"MF,FW",25.0,10,3,332.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,7.0,10.0,18.0,0.0,0.0,0.0,0.0,0.0,0.03,0.18,0.2,0.03,0.2,Matches,groningen
Azor Matusiwa,nl NED,MF,23.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.1,0.1,2.0,13.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04,0.04,0.0,0.04,Matches,groningen
Gabriel Gudmundsson,se SWE,DF,22.0,3,3,239.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.4,0.7,14.0,4.0,15.0,0.0,0.0,0.0,0.0,0.0,0.12,0.15,0.27,0.12,0.27,Matches,groningen
Romano Postema,nl NED,"FW,MF",19.0,32,2,710.0,7.9,4.0,1.0,5.0,4.0,0.0,0.0,2.0,0.0,2.7,2.7,0.8,3.5,11.0,15.0,41.0,0.51,0.13,0.63,0.51,0.63,0.35,0.1,0.45,0.35,0.45,Matches,groningen
Melayro Bogarde,nl NED,MF,19.0,8,2,242.0,2.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01,Matches,groningen
Yahya Kalley,se SWE,"DF,MF",20.0,4,2,175.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.1,0.1,0.1,0.1,1.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.03,0.06,0.03,0.06,Matches,groningen
Ahmed El Messaoudi,ma MAR,"FW,MF",25.0,3,2,169.0,1.9,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,0.5,0.1,0.7,4.0,4.0,5.0,0.53,0.0,0.53,0.53,0.53,0.29,0.07,0.36,0.29,0.36,Matches,groningen
Emmanuel Matuta,be BEL,"MF,FW",19.0,7,1,98.0,1.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.05,Matches,groningen
Ramon Lundqvist,se SWE,FW,24.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,groningen
Alex Mortensen,se SWE,FW,19.0,2,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,groningen
Elias Olsson,se SWE,DF,18.0,1,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,groningen
Dirk Baron,nl NED,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,groningen
Thijmen Blokzijl,nl NED,DF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,groningen
Jan de Boer,nl NED,GK,21.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,groningen
Owen van der Vlag,nl NED,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,groningen
Jan Hoekstra,nl NED,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,groningen
Ragnar Oratmangoen,nl NED,"MF,FW",23.0,33,32,2630.0,29.2,0.0,4.0,4.0,0.0,0.0,0.0,1.0,0.0,2.2,2.2,3.3,5.5,80.0,117.0,127.0,0.0,0.14,0.14,0.0,0.14,0.07,0.11,0.19,0.07,0.19,Matches,go ahead eagles
Philippe Rommens,be BEL,MF,23.0,34,31,2696.0,30.0,2.0,5.0,7.0,2.0,0.0,0.0,2.0,0.0,1.6,1.6,4.0,5.6,24.0,158.0,63.0,0.07,0.17,0.23,0.07,0.23,0.05,0.13,0.19,0.05,0.19,Matches,go ahead eagles
Bas Kuipers,nl NED,DF,26.0,30,28,2518.0,28.0,0.0,3.0,3.0,0.0,0.0,0.0,5.0,0.0,0.7,0.7,2.7,3.4,37.0,90.0,101.0,0.0,0.11,0.11,0.0,0.11,0.03,0.1,0.12,0.03,0.12,Matches,go ahead eagles
Mats Deijl,nl NED,"DF,MF",24.0,32,28,2441.0,27.1,2.0,2.0,4.0,2.0,0.0,0.0,6.0,0.0,1.2,1.2,1.8,3.0,29.0,97.0,86.0,0.07,0.07,0.15,0.07,0.15,0.04,0.07,0.11,0.04,0.11,Matches,go ahead eagles
Iñigo Córdoba,es ESP,"FW,MF",24.0,30,28,2312.0,25.7,9.0,1.0,10.0,9.0,0.0,0.0,3.0,1.0,7.3,7.3,2.1,9.3,67.0,88.0,198.0,0.35,0.04,0.39,0.35,0.39,0.28,0.08,0.36,0.28,0.36,Matches,go ahead eagles
Gerrit Nauber,de GER,DF,29.0,27,25,2231.0,24.8,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.5,1.0,7.0,48.0,3.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.04,0.02,0.04,Matches,go ahead eagles
Joris Kramer,nl NED,DF,24.0,26,25,2194.0,24.4,2.0,1.0,3.0,2.0,0.0,0.0,3.0,2.0,0.7,0.7,0.9,1.6,22.0,68.0,5.0,0.08,0.04,0.12,0.08,0.12,0.03,0.04,0.06,0.03,0.06,Matches,go ahead eagles
Isac Lidberg,se SWE,FW,22.0,32,25,1976.0,22.0,4.0,2.0,6.0,4.0,0.0,0.0,3.0,1.0,5.8,5.8,1.5,7.3,32.0,27.0,136.0,0.18,0.09,0.27,0.18,0.27,0.27,0.07,0.33,0.27,0.33,Matches,go ahead eagles
Boyd Lucassen,nl NED,"DF,MF",23.0,31,24,2114.0,23.5,1.0,1.0,2.0,1.0,0.0,0.0,2.0,0.0,0.9,0.9,1.2,2.1,24.0,81.0,40.0,0.04,0.04,0.09,0.04,0.09,0.04,0.05,0.09,0.04,0.09,Matches,go ahead eagles
Warner Hahn,sr SUR,GK,29.0,19,19,1710.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.4,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.02,Matches,go ahead eagles
Jay Idzes,nl NED,"DF,MF",21.0,21,17,1517.0,16.9,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.5,0.5,0.1,0.6,5.0,35.0,4.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.04,0.03,0.04,Matches,go ahead eagles
Andries Noppert,nl NED,GK,27.0,15,15,1350.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.02,0.02,0.02,Matches,go ahead eagles
Ioannis-Foivos Botos,gr GRE,"MF,FW",20.0,22,11,1032.0,11.5,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.9,1.9,0.8,2.6,13.0,26.0,84.0,0.26,0.0,0.26,0.26,0.26,0.16,0.07,0.23,0.16,0.23,Matches,go ahead eagles
Cuco Martina,cw CUW,DF,31.0,11,9,759.0,8.4,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.1,7.0,26.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,Matches,go ahead eagles
Marc Cardona,es ESP,FW,26.0,22,7,790.0,8.8,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,4.6,4.6,1.6,6.2,20.0,27.0,64.0,0.23,0.23,0.46,0.23,0.46,0.53,0.18,0.71,0.53,0.71,Matches,go ahead eagles
Justin Bakker,nl NED,DF,23.0,13,7,735.0,8.2,1.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,0.9,0.1,0.9,1.0,7.0,34.0,1.0,0.12,0.12,0.24,0.0,0.12,0.11,0.11,0.22,0.01,0.12,Matches,go ahead eagles
Martijn Berden,nl NED,"FW,MF",24.0,19,6,621.0,6.9,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.4,2.5,10.0,13.0,47.0,0.0,0.29,0.29,0.0,0.29,0.17,0.2,0.36,0.17,0.36,Matches,go ahead eagles
Ogechika Heil,de GER,"FW,MF",20.0,28,4,708.0,7.9,1.0,1.0,2.0,1.0,0.0,0.0,1.0,0.0,0.9,0.9,1.0,1.9,24.0,19.0,61.0,0.13,0.13,0.25,0.13,0.25,0.11,0.13,0.24,0.11,0.24,Matches,go ahead eagles
Jacob Mulenga,zm ZAM,"FW,MF",37.0,18,0,194.0,2.2,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.1,2.1,0.0,2.1,2.0,2.0,13.0,0.46,0.0,0.46,0.46,0.46,0.96,0.02,0.98,0.96,0.98,Matches,go ahead eagles
Frank Ross,sct SCO,"MF,FW",23.0,7,0,74.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.28,0.0,0.28,Matches,go ahead eagles
Evert Linthorst,nl NED,MF,21.0,2,0,46.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,go ahead eagles
Yacine Bourhane,km COM,MF,22.0,4,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,go ahead eagles
Zakaria Eddahchouri,nl NED,FW,21.0,1,0,19.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,go ahead eagles
Turan Tuzlacik,nl NED,"DF,MF",20.0,2,0,12.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,go ahead eagles
Aventis Aventisian,gr GRE,DF,18.0,1,0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,go ahead eagles
Quiermo Dumay,nl NED,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,go ahead eagles
Lars Groenendijk,,GK,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,go ahead eagles
Nick Hengelman,nl NED,GK,31.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,go ahead eagles
Sven Jansen,nl NED,DF,16.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,go ahead eagles
Semir Ozturk,nl NED,FW,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,go ahead eagles
Job Schuurman,nl NED,GK,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,go ahead eagles
Michalis Spiridakis,nl NED,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,Matches,go ahead eagles
Bart Vriends,nl NED,DF,30.0,33,31,2823.0,31.4,3.0,0.0,3.0,3.0,0.0,0.0,4.0,0.0,1.3,1.3,0.3,1.5,4.0,88.0,9.0,0.1,0.0,0.1,0.1,0.1,0.04,0.01,0.05,0.04,0.05,Matches,sparta rotterdam
Adil Auassar,nl NED,"DF,MF",34.0,32,31,2475.0,27.5,3.0,1.0,4.0,3.0,0.0,0.0,7.0,0.0,1.3,1.3,1.2,2.5,8.0,74.0,12.0,0.11,0.04,0.15,0.11,0.15,0.05,0.04,0.09,0.05,0.09,Matches,sparta rotterdam
Maduka Okoye,ng NGA,GK,21.0,30,30,2633.0,29.3,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Matches,sparta rotterdam
Lennart Thy,de GER,"FW,MF",29.0,33,28,2386.0,26.5,5.0,1.0,6.0,5.0,0.0,1.0,1.0,0.0,7.1,6.3,1.7,8.0,19.0,76.0,163.0,0.19,0.04,0.23,0.19,0.23,0.27,0.06,0.33,0.24,0.3,Matches,sparta rotterdam
Vito van Crooy,nl NED,"MF,FW",25.0,33,27,2182.0,24.2,5.0,4.0,9.0,4.0,1.0,1.0,6.0,0.0,5.6,4.8,2.6,7.4,26.0,63.0,123.0,0.21,0.16,0.37,0.16,0.33,0.23,0.11,0.34,0.2,0.3,Matches,sparta rotterdam
